name,steps,tags,style,main_ing,total_ingredient,description
달걀아보카도샌드위치,"[' 냄비에 물을 넣고 소금과 달걀을 넣은 후 물 위로 달걀이 동전 크기만큼 보일 정도로 물을 더부어 15분 정도 완숙으로 삶아주세요. 바로 찬물에 식힌 후 껍질을 벗겨주세요.(차가운 달걀을 바로 삶으면 온도 차이 때문에 깨질 수 있어서 실온에 30분 정도 꺼내두는 게 좋아요.)',' 달군 팬에 버터를 두른 후 식빵을 노릇하게 구워주세요.',' 아보카도는 씨앗에 칼날이 닿도록 칼집을 넣은 후 양쪽을 잡고 서로 반대방향으로 비틀어 자른 후, 씨앗과 과육을 분리한 후 껍질을 벗겨주세요.',' 볼에 달걀과 아보카도를 넣어 으깬 후 소스 재료를 넣어 섞어주세요.',' 식빵에 달걀아보카도를 적당량 넣은 후 빵으로 덮어주세요. 랩이나 종이호일로 감싸주세요.',' 적당한 크기로 잘라서 맛있게 즐겨주세요.(기호에 따라 크러쉬드 레드페퍼를 뿌려먹거나, 잎채소, 치즈 등을 추가로 넣어서 만들어도 좋아요.)']","['간식', '도시락']",2인분,"['곡물 식빵','아보카도','달걀']","['곡물 식빵','아보카도','달걀','소금','후춧가루','버터','마요네즈','머스터드','설탕','소금','후춧가루']","샌드위치 안에 신선하고 부드러운 아보카도가 한가득! 멕시코가 원산지인 아보카도는 비타민과 미네랄이 많은 건강 과일이에요. 숲속의 버터라고 불릴 만큼 좋은 지방이 많은 점도 아보카도의 특징인데요. 단백질이 풍부한 달걀과 함께 먹는다면 건강한 한 끼가 될 거예요! 샌드위치 안에 크러쉬드 레드 페퍼를 뿌리거나 잎채소, 치즈 등을 추가로 넣어 먹어도 좋답니다."
차돌박이샤브샤브,"[' 냄비에\xa0육수\xa0재료를\xa0넣어\xa0끓으면\xa0다시마를\xa0건저낸\xa0후\xa0중약불로\xa020분\xa0정도\xa0끓여주세요. 무를\xa0제외한\xa0재료를\xa0건져내어\xa0육수를\xa0만들어주세요.',' 버섯과\xa0배춧잎은\xa0먹기\xa0좋은\xa0크기로\xa0자르고, 숙주나물은\xa0깨끗이\xa0씻은\xa0후\xa0체에\xa0받쳐\xa0물기를\xa0빼주세요. 청경채는\xa0밑동을\xa0자른\xa0후\xa0길게\xa0반으로\xa0잘라주세요. 볼에\xa0간장\xa0소스를\xa0넣어\xa0섞어주세요.',' 육수가\xa0끓으면\xa0국간장과\xa0맛술, 소금을\xa0넣어\xa0간을\xa0맞춰주세요. 손질한\xa0야채와\xa0버섯을\xa0넣어\xa0익힌\xa0후\xa0핏물을\xa0제거한\xa0차돌박이를\xa0넣어주세요.(차돌박이는\xa0너무\xa0오래\xa0익히면\xa0질겨질\xa0수\xa0있으니\xa0핏기가\xa0없어지면\xa0바로\xa0꺼내서\xa0드시는\xa0게\xa0좋아요.)',' 간장소스에\xa0야채와\xa0버섯, 차돌박이를\xa0찍어서\xa0맛있게\xa0즐겨주세요.(기호에\xa0따라\xa0남은\xa0국물에\xa0칼국수나\xa0수제비를\xa0넣어\xa0드시거나\xa0밥과\xa0달걀, 김가루, 참기름\xa0등을\xa0넣어\xa0죽을\xa0만들어드셔도\xa0맛있게\xa0즐기실\xa0수\xa0있어요.)']","['초대요리', '안주', '메인요리', '퓨전']",2인분,"['차돌박이','만가닥버섯','팽이버섯','표고버섯']","['차돌박이','만가닥버섯','팽이버섯','표고버섯','숙주나물','청경채','배춧잎','국간장','맛술','소금','국물용 멸치','무','다시마','마늘','대파','물','간장','연겨자','올리고당','설탕']","가족이 둘러앉아 함께 먹을 수 있는 음식! 바로 샤브샤브인데요. 큰 전골냄비에 배추, 청경채 등 채소와 고기를 넣어 익힌 뒤, 소스를 콕! 찍어 먹는 매력이 있는 샤브샤브! 차돌박이로 먹는다면 더욱 고소하고 부드러운 맛을 느낄 수 있답니다. 채소와 고기가 우러난 국물 한 모금은 함께 있는 가족의 사랑만큼 따듯할 거예요. 채소와 고기를 먹고 난 후 칼국수와 달걀 죽을 해 먹는 것도 잊지 마세요!"
필리치즈샌드위치,"[' 쇠고기는\xa0고기\xa0밑간\xa0재료를\xa0넣어\xa05분\xa0정도\xa0밑간을\xa0해주세요. 양파와\xa0피망은\xa06cm 길이로\xa0채썰어주세요. 콜비잭치즈는\xa0얇게\xa0슬라이스해주세요.',' 달군\xa0팬에\xa0버터를\xa0바른\xa0후\xa0핫도그\xa0빵을\xa0앞뒤로\xa0노릇하게\xa0구워주세요.',' 달군 팬에 오일을 두른 후 양파와 피망에 소금, 후춧가루를 뿌리고 중불에서 5분 정도 볶아 그릇에 덜어주세요.',' 달군\xa0팬에\xa0밑간한\xa0쇠고기를\xa03분\xa0정도\xa0볶아주세요. 볶아둔\xa0야채를\xa0넣어\xa0같이\xa0볶아주세요.',' 콜비잭치즈를\xa0올린\xa0후\xa0치즈가\xa0녹을\xa0정도로\xa0뚜껑을\xa0닫고\xa03분\xa0정도\xa0익혀주세요. 빵\xa0안쪽에\xa0볶은\xa0고기를\xa0넣어\xa0완성해주세요.(기호에\xa0따라\xa0모짜렐라\xa0치즈\xa0등을\xa0추가로\xa0넣어서\xa0만들어드셔도\xa0좋아요.)']","['양식', '안주', '간식']",2인분,"['쇠고기 불고기용','핫도그 빵','콜비잭치즈']","['쇠고기 불고기용','양파','피망','소금','후춧가루','핫도그 빵','식용유','콜비잭치즈','올리브오일','소금','후춧가루','파프리카 파우더']",필라델피아를 대표하는 음식! 필리 치즈 샌드위치! 필라델피아 사람들은 자기 고장을 필리라고 줄여 부르기 때문에 필리 치즈 샌드위치라는 이름이 되었어요. 필리 치즈 샌드위치는 1930년대 미국 펜실베니아주 필라델피아에서 탄생했는데요. 긴 빵에 얇게 썬 소고기와 치즈를 넣어 만드는 것이 특징이랍니다. 소고기와 콜비잭 치즈가 잘 어울리는 샌드위치예요. 시원한~맥주와 함께라면 더욱 잘 어울리는 필리 치즈 샌드위치랍니다.
꽁치김치찌개,"[' 꽁치는\xa0체에\xa0밭쳐\xa0국물을\xa0빼서\xa0준비하고\xa0배추김치는\xa0한입\xa0크기로\xa0썰고\xa0대파와\xa0청고추, 홍고추는\xa0어슷하게\xa0썰어주세요.(tip 기호에\xa0따라\xa0꽁치통조림\xa0국물을\xa01/2컵\xa0정도를\xa0꽁치와\xa0함께\xa0넣어\xa0주면\xa0감칠맛을\xa0더\xa0할\xa0수\xa0있어요.)',' 달군\xa0냄비에\xa0기름을\xa0두르고\xa0배추김치를\xa0넣어\xa0중간불에서\xa03분\xa0정도\xa0볶아주세요.',' 멸치다시마육수를\xa0넣어\xa010분\xa0정도\xa0강불에서\xa0끓여주세요.(김치가\xa0너무\xa0익어\xa0신맛이\xa0강할때는\xa0설탕\xa01/2큰술을\xa0넣어주세요.)',' 꽁치와\xa0(꽁치통조림\xa0국물\xa01/2컵), 양념재료를\xa0넣어\xa0중약불에서\xa07분\xa0정도\xa0끓여주세요.(김치의\xa0염도에\xa0따라\xa0약간의\xa0김칫국물을\xa0가감해서\xa0간을\xa0조절해주세요.)',' 마지막에\xa0대파와\xa0청고추, 홍고추를\xa0넣고\xa0한소끔\xa0끓이고\xa0불을\xa0꺼주세요.(tip. 기호에\xa0따라\xa0마지막에\xa0참기름\xa0약간\xa0두른\xa0후\xa0먹어도\xa0좋아요.)']","['메인요리', '한식', '안주']",3인분,"['꽁치통조림','배추김치']","['꽁치통조림','배추김치','대파','청고추','홍고추','멸치다시마육수','식용유','고춧가루','다진 마늘']",돼지고기 김치찌개와는 또 다른 맛! 꽁치 김치찌개 레시피를 가져왔어요. 꽁치통조림을 이용해 쉽게 만들 수 있답니다. 잘 익은 배추김치와 고소한 맛의 꽁치가 만나 칼칼하고 깊은 맛의 김치찌개가 되었어요. 하얀 쌀밥과 함께라면 한 끼 뚝딱! 간단하지만 맛있는 레시피랍니다.  
양념돼지갈비구이,"[' 돼지갈비는\xa0뼈에\xa0붙어있는\xa0살을\xa0저며\xa0넓게\xa0펴고\xa0살부분에\xa0칼집을\xa0넣어주세요.',' 믹서기에\xa0양념재료의\xa0양파, 배, 마늘, 대파(흰부분), 물을\xa0넣어\xa0갈고\xa0볼에\xa0나머지\xa0양념\xa0재료를\xa0넣고\xa0섞어\xa0양념장을\xa0만들어주세요.',' 손질한\xa0돼지갈비에\xa0양념장을\xa0넣고\xa0냉장고에\xa0넣어\xa02시간이상\xa0재워주세요.(냉장고에\xa0넣고\xa0하루\xa0정도\xa0숙성시키면\xa0양념도\xa0잘\xa0배고\xa0고기도\xa0더\xa0연해진답니다.)',' 달군\xa0팬에\xa0돼지갈비를\xa0얹고\xa0앞뒤로\xa0노릇하게\xa0구워주세요.',' 접시에\xa0구워낸\xa0돼지갈비를\xa0한입 크기로\xa0썰어\xa0담고\xa0통깨를\xa0뿌려주세요.']","['메인요리', '초대요리', '한식']",4인분,['돼지갈비'],"['간장','굴소스','맛술','청주','설탕','조청','양파','배','마늘','대파','생강가루','참기름','후춧가루','물','돼지갈비','통깨']","달콤하고 짭조름한 양념이 갈비 사이에 쏙쏙 베어 있어 언제 먹어도 맛있는 양념돼지갈비구이! 외식 메뉴로 유명한 돼지갈비이지만 집에서도 쉽고 더욱더 맛있게 만들 수 있다는 사실! 알고 계셨나요? 신선한 돼지갈비에 정성 가득한 양념장을 넣고 재워두면 끝! 가족과 함께 하는 식탁에서도 좋고 집들이 음식으로도, 홈파티 메뉴로도 참 좋답니다!"
아보카도연어오픈샌드위치,"[' 빵을\xa0적당한\xa0크기로\xa0자른\xa0후\xa0달군팬에\xa0노릇하게\xa0구워주세요.',' 냄비에\xa0물, 식초, 소금을\xa0넣고\xa0끓으면\xa0달걀을\xa0넣고\xa0한방향으로\xa0저어\xa02~3분\xa0정도\xa0익혀\xa0수란을\xa0만들고\xa0체에\xa0밭쳐\xa0물기를\xa0빼주세요.',' 아보카도는\xa0반으로\xa0가른\xa0후, 씨를\xa0빼고\xa0껍질을\xa0벗겨\xa00.5cm 두께로\xa0슬라이스\xa0해주세요. 레몬은\xa0웨지모양으로\xa0잘라주세요.',' 접시에\xa0빵을\xa0올린\xa0후\xa0올리브오일을\xa0뿌려주세요. 아보카도를\xa0보기\xa0좋게\xa0올린\xa0후\xa0연어를\xa0얹어주세요.',' 수란을\xa0얹은\xa0후\xa0한쪽에\xa0적양파\xa0피클과\xa0루꼴라를\xa0올리고\xa0소금, 후춧가루,크러쉬드\xa0레드페퍼, 파슬리\xa0가루를\xa0뿌려\xa0완성해주세요.',' 레몬을\xa0뿌린\xa0후\xa0맛있게\xa0즐겨주세요.']","['간식', '양식']",2인분,"['곡물빵','훈제연어 슬라이스','아보카도']","['곡물빵','훈제연어 슬라이스','아보카도','적양파 피클','레몬','달걀','루꼴라','소금','후춧가루','파슬리 가루','크러쉬드 레드페퍼','올리브오일','달걀','물','식초','소금']","맛있는 재료와 맛있는 재료의 조합은? 말하지 않아도 정~말 맛있는 요리가 탄생하는데요. 바로 아보카도 연어 오픈 샌드위치랍니다. 풍미가 가득한 훈제 연어와 고소한 맛이 특징인 아보카도를 바게트 위에 올려보았답니다. 여기서 포인트! 는 수란을 올려 더욱더 부드럽고, 고소하게 즐길 수 있다는 점인데요. 보기에도 예쁘고 맛도 좋은 아보카도 연어 오픈 샌드위치를 즐겨보세요. 따사로운 햇살이 가득한 날, 여유로운 브런치 메뉴로 좋을 것 같아요.
"
유산슬덮밥,"[' 오징어는\xa0껍질을\xa0벗기고\xa0칼집을\xa0넣어\xa0먹기\xa0좋게\xa0썰고, 새우는\xa0껍질을\xa0벗기고\xa0등부분에\xa0칼집을\xa0넣어\xa0내장을\xa0뺀\xa0후\xa0돼지고기와\xa0함께\xa0밑간\xa0양념\xa0재료에\xa0버무려\xa0밑간해주세요. 팬에\xa0기름을\xa0넉넉히\xa0넣어\xa0달군\xa0후\xa0돼지고기와\xa0새우를\xa0볶아\xa0체에\xa0밭쳐\xa0기름을\xa0빼\xa0준비해주세요.',' 마늘과\xa0대파, 표고버섯, 죽순은\xa0채를\xa0썰고, 팽이버섯은\xa0밑동을\xa0잘라내고\xa0부추는\xa06센치\xa0길이로\xa0썰어주세요. 죽순과\xa0표고, 오징어는\xa0끓는\xa0물에\xa0살짝\xa0데친\xa0후\xa0체에\xa0밭쳐\xa0물기를\xa0빼주세요.',' 팬에\xa0기름을\xa0두르고\xa0대파와\xa0마늘\xa0채를\xa0넣어\xa0볶다가\xa0향이\xa0올라오면\xa0양념\xa0소스\xa0재료를\xa0넣고\xa0표고버섯과\xa0죽순, 오징어를\xa0넣어\xa0볶아주세요.',' 뜨거운\xa0다시마육수를\xa0넣고\xa0육수가\xa0끓으면\xa0돼지고기와\xa0새우를\xa0넣고\xa0녹말물을\xa0넣어\xa0걸쭉하게\xa0농도를\xa0맞쳐주세요.',' 부추와\xa0팽이버섯을\xa0넣고\xa0가볍게\xa0섞고\xa0마지막에\xa0참기름을\xa0넣은\xa0후\xa0불을\xa0꺼주세요. (기호에\xa0따라\xa0소금\xa0또는\xa0간장을\xa0가감해서\xa0간을\xa0맞쳐주세요.)',' 그릇에\xa0밥을\xa0담고\xa0밥\xa0위에\xa0유산슬을\xa0얹어\xa0맛있게\xa0즐겨주세요.']","['초대요리', '메인요리', '중식']",2인분,"['채썬 돼지고기','밥']","['채썬 돼지고기','새우','오징어','표고버섯','팽이버섯','마늘','대파','죽순','부추','참기름','다시마 육수','식용유','소금','밥','달걀 흰자','녹말가루','소금','후춧가루','굴소스','간장','소금','후춧가루','녹말가루','물']",놀면 뭐 하니? 에서 대세로 떠오른 유산슬! 유산슬이 이번에는 유산슬 라면에 도전했는데요. 아내의 식탁에서는  보다 더욱 풍성한 유산슬 덮밥으로 준비해보았어요! 어렵지 않은 레시피로 누구나 쉽게 만들 수 있어요! 육수를 더 넣어 라면으로 활용하면 화제의 음식 유산슬 라면으로도 활용할 수 있답니다.
달걀볶음밥,"[' 대파는\xa0얇게\xa0송송\xa0썰어주세요. 스팸은\xa0작은\xa0큐브모양으로\xa0먹기\xa0좋게\xa0잘라주세요.',' 볼에\xa0달걀을\xa0풀어\xa0달걀물을\xa0만들어주세요.',' 달군\xa0팬에\xa0기름을\xa0두르고\xa0대파를\xa01분\xa0정도\xa0볶다가\xa0스팸을\xa0넣어\xa0볶아주세요.',' 팬\xa0한쪽에\xa0달걀물을\xa0넣어\xa0부드럽게\xa0스크램블드에그를\xa0만들어주세요.',' 밥과\xa0양념재료를\xa0넣어\xa0고루\xa0섞어가며\xa0볶아주세요.',' 그릇에\xa0담고\xa0통깨를\xa0뿌려\xa0맛있게\xa0즐겨주세요.']","['메인요리', '한식', '간단요리']",2인분,"['달걀','밥']","['달걀','밥','대파','스팸','통깨','식용유','굴소스','소금','후추']",평범하고 단순한 음식이 그리운 날이 있어요. 간단하고 단순하게 만들 수 있지만 담백한 그런 요리 말이죠. 그럴 때 달걀물로 손쉽게 만드는 달걀 볶음밥으로 한 끼를 준비해 보세요. 거창하지는 않아도 든든한 식사가 될 거예요. 
스테이크화이타,"[' 새우는\xa0머리를\xa0떼고\xa0몸통의\xa0껍질을\xa0벗긴\xa0후\xa0이쑤시개로\xa0내장을\xa0빼고\xa0밑간해주세요. 쇠고기는\xa0키친타월에\xa0올려\xa0핏물을\xa0제거하고\xa010분\xa0정도\xa0밑간해주세요.',' 양파\xa02/3개와\xa0피망, 빨간\xa0파프리카는\xa0굵게\xa0채\xa0썰어주세요. 나머지\xa0양파와\xa0토마토는\xa0잘게\xa0다진\xa0후\xa0살사소스\xa0재료에\xa0섞어주세요.',' 달군\xa0팬에\xa0올리브유를\xa0두른\xa0후\xa0채\xa0썬\xa0야채를\xa0넣고\xa0약간의\xa0소금과\xa0후춧가루로\xa0밑간해서\xa0볶아주세요.',' .토르티야는\xa0에어프라이어에\xa01분\xa0정도\xa0굽거나\xa0전자레인지에\xa0뚜껑을\xa0덮고\xa030초\xa0정도\xa0돌려\xa0따뜻하게\xa0준비해주세요.',' 새우는\xa0에어프라이어에\xa0넣어\xa0180도에서\xa010분\xa0정도\xa0구워주세요. 쇠고기는\xa0에어프라이어\xa0180도에서\xa08분\xa0정도\xa0익히고\xa0뒤집어서\xa05분\xa0정도\xa0구워\xa0먹기좋게\xa0채\xa0썰어주세요.(고기\xa0두께에\xa0따라\xa0익히는\xa0시간을\xa0가감해주세요.)',' 토르티야에\xa0구운\xa0쇠고기와\xa0새우, 야채, 살사소스를\xa0올리고\xa0가장자리를\xa0접어\xa0돌돌\xa0말아주세요. (기호에\xa0따라\xa0사워크림\xa0구아카몰소스, 잘게\xa0채\xa0썬\xa0치즈\xa0등을\xa0함께\xa0드셔도\xa0맛있답니다.)']","['초대요리', '양식', '안주']",2~3인분,['쇠고기(안심 또는 등심)'],"['쇠고기','새우','피망','빨간 파프리카','양파','토르티야','올리브유','올리브유','소금','후춧가루','올리브유','레몬즙','파프리카 파우더','소금','후춧가루','올리브유','케찹','핫소스','설탕','레몬즙','파슬리 가루','소금','사워크림','구아카몰','토마토']","세계 각국의 음식들이 인기예요. 멕시코 음식도 빠질 수 없죠. 마니아층이 두텁게 있어 심심치 않게 멕시코 음식점을 볼 수가 있습니다. 오늘 소개할 음식은 쇠고기 스테이크와 채소를 토르티야에 싸서 먹는 스테이크 화이타랍니다. 살사소스, 구아카몰소스,사워크림, 치즈소스 등을 곁들여 내면 멕시코에 온 느낌을 받을 수 있답니다!"
감자탕,"[' 돼지등뼈는\xa0찬물에\xa02~3시간\xa0정도\xa0담가\xa0핏물을\xa0뺀\xa0후\xa0끓는\xa0물에\xa03분\xa0정도\xa0데치고\xa0데친\xa0물은\xa0버리고\xa0돼지등뼈는\xa0흐르는\xa0물에\xa0깨끗하게\xa0씻어주세요.',' 냄비에\xa0고기\xa0삶는\xa0물\xa0재료와\xa0데친\xa0돼지등뼈를\xa0넣고\xa01시간\xa030분\xa0정도\xa0고기가\xa0푹\xa0익을\xa0때까지\xa0삶아주세요.',' 감자는\xa0껍질을\xa0벗기고\xa0반으로\xa0자르고\xa0모서리를\xa0다듬어주세요. 대파는\xa0반으로\xa0갈라\xa06센치\xa0길이로\xa0자르고, 고추는\xa0어슷하게\xa0썰어주세요. 깻잎은\xa0굵게\xa0채를\xa0썰어주세요.',' 삶은\xa0시래기는\xa0흐르는\xa0물에\xa0흔들어\xa0씻은\xa0후\xa0굵은\xa0줄기\xa0부분의\xa0껍질을\xa0벗기고\xa03등분으로\xa0자르고\xa0시래기\xa0양념\xa0재료를\xa0넣어\xa0밑간을\xa0해주세요.',' 고기가\xa0부드럽게\xa0익으면\xa0돼지등뼈를\xa0건지고\xa0향신\xa0야채는\xa0체에\xa0밭쳐\xa0육수를\xa0준비해주세요.',' 냄비에\xa0육수와\xa0감자, 삶은\xa0돼지등뼈를\xa0넣고\xa010분\xa0정도\xa0끓이다가\xa0양념한\xa0시래기를\xa0넣고\xa020분\xa0정도\xa0중약불에서\xa0끓여주세요.',' 대파, 홍고추, 청양고추를\xa0넣고\xa0중간불에서\xa05분\xa0정도\xa0끓이다가\xa0깻잎과\xa0들깻가루를\xa0올리고\xa0한소끔\xa0끓여주세요.(부족한\xa0간은\xa0소금을\xa0가감해서\xa0조절해주세요.)']","['초대요리', '메인요리', '한식', '안주']",3~4인분,"['돼지등뼈','감자']","['돼지등뼈','감자','삶은 무청 시래기','대파','청양고추','홍고추','깻잎','들깻가루','물','된장','청주','양파','대파','마늘','생강','월계수잎','통후추','고춧가루','된장','고추장','맛술','국간장','들기름','다진 마늘','생강가루','구운 소금','후춧가루','간장','후춧가루','물','맛술','연와사비']","감자와 등뼈를 듬뿍 넣고 끓여 낸 감자탕! 그래서 감자탕일까요? 사실 감자탕이라는 이름은 감자와는 무관하다고 해요. 감자탕이라는 이름은 돼지 등뼈에 든 척수를 ‘감자’라고 부른 데서 유래했다는 이야기가 있습니다.
돼지 등뼈와 함께 감자, 우거지, 깻잎, 들깻가루 등을 넣어 푹 끓인 감자탕은 한 끼 식사뿐만 아니라 술안주로도 최고랍니다! 얼큰하고 진한 국물에 밥을 비벼 푸짐한 등뼈 살을 올려 드셔보세요! 그리고 아삭한 깍두기를 곁들인다면? 최고의 조합이랍니다!"
